Region,Year,Total Description,Value
Tuggeranong,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),1133.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),179.3
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),248.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),11.1
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),21.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),34.1
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),44.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),1635.9
Tuggeranong,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2199.0
Tuggeranong,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2466.0
Tuggeranong,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",1053.5
Tuggeranong,2021,"Engagement in employment, education or training - Census : Not engaged (%)",423.7
Tuggeranong,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",307.5
Tuggeranong,2021,Labour force status - Census : % of total Census responding population employed,1223.0
Tuggeranong,2021,Labour force status - Census : % of total labour force employed,1691.5
Tuggeranong,2021,Labour force status - Census : % of total labour force unemployed,123.7
Tuggeranong,2021,Labour force status - Census : Employed (no.),1128.0
Tuggeranong,2021,Labour force status - Census : In the labour force (no.),1212.0
Tuggeranong,2021,Labour force status - Census : Labour force participation rate (%),1304.7
Tuggeranong,2021,Labour force status - Census : Not in the labour force (%),482.7
Tuggeranong,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),1648.0
Tuggeranong,2021,Labour force status - Census : Unemployed (no.),87.0
Tuggeranong,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),49.8
Tuggeranong,2021,Language - Census : Speaks English at home (%),1707.4
Tuggeranong,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),960.4
Tuggeranong,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),1334.0
Tuggeranong,2021,Tenure type - Census : Renter (%),844.8
Tuggeranong,2021,Tenure type - Census : Renter (no.),1235.0
Tuggeranong,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),319.8
Tuggeranong,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),305.0
Tuggeranong,2021,Unpaid child care - Census : Cared for other child/children (%),172.4
Tuggeranong,2021,Unpaid child care - Census : Cared for other child/children (no.),156.0
Tuggeranong,2021,Unpaid child care - Census : Cared for own child/children (%),433.3
Tuggeranong,2021,Unpaid child care - Census : Cared for own child/children (no.),403.0
Tuggeranong,2021,Unpaid child care - Census : Did not provide unpaid child care (%),1179.5
Tuggeranong,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),1184.0
Tuggeranong,2021,Unpaid child care - Census : Total provided unpaid child care (%),648.8000000000001
Tuggeranong,2021,Unpaid child care - Census : Total provided unpaid child care (no.),599.0
Tuggeranong,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),230.9
Tuggeranong,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),222.0
Weston Creek,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),300.0
Weston Creek,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),11.0
Weston Creek,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),15.0
Weston Creek,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),360.0
Weston Creek,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),13.0
Weston Creek,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),15.0
Weston Creek,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",557.8
Weston Creek,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",35.0
Weston Creek,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),52.0
Weston Creek,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),642.4
Weston Creek,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),94.0
Weston Creek,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),120.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),8.3
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),3.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),50.1
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),15.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),33.6
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),12.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),711.1
Weston Creek,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),215.0
Weston Creek,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),243.0
Weston Creek,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",576.6
Weston Creek,2011,"Engagement in employment, education or training - Census : Not engaged (%)",153.3
Weston Creek,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",106.5
Weston Creek,2011,Labour force status - Census : % of total Census responding population employed,513.9
Weston Creek,2011,Labour force status - Census : % of total labour force employed,743.4
Weston Creek,2011,Labour force status - Census : % of total labour force unemployed,18.8
Weston Creek,2011,Labour force status - Census : Employed (no.),107.0
Weston Creek,2011,Labour force status - Census : In the labour force (no.),117.0
Weston Creek,2011,Labour force status - Census : Labour force participation rate (%),560.6
Weston Creek,2011,Labour force status - Census : Not in the labour force (%),226.6
Weston Creek,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),171.0
Weston Creek,2011,Labour force status - Census : Unemployed (no.),3.0
Weston Creek,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),12.2
Weston Creek,2011,Language - Census : Speaks English at home (%),769.3
Weston Creek,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),396.8
Weston Creek,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),126.0
Weston Creek,2011,Tenure type - Census : Renter (%),404.20000000000005
Weston Creek,2011,Tenure type - Census : Renter (no.),138.0
Weston Creek,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),111.2
Weston Creek,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),26.0
Weston Creek,2011,Unpaid child care - Census : Cared for other child/children (%),64.6
Weston Creek,2011,Unpaid child care - Census : Cared for other child/children (no.),16.0
Weston Creek,2011,Unpaid child care - Census : Cared for own child/children (%),150.7
Weston Creek,2011,Unpaid child care - Census : Cared for own child/children (no.),33.0
Weston Creek,2011,Unpaid child care - Census : Did not provide unpaid child care (%),513.2
Weston Creek,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),123.0
Weston Creek,2011,Unpaid child care - Census : Total provided unpaid child care (%),274.90000000000003
Weston Creek,2011,Unpaid child care - Census : Total provided unpaid child care (no.),59.0
Weston Creek,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),165.1
Weston Creek,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),37.0
Weston Creek,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),400.0
Weston Creek,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),12.0
Weston Creek,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),15.0
Weston Creek,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),316.7
Weston Creek,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),20.0
Weston Creek,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),35.0
Weston Creek,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",493.4
Weston Creek,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",37.0
Weston Creek,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),55.0
Weston Creek,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),581.4
Weston Creek,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),95.0
Weston Creek,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),128.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),61.5
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),18.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),734.1
Weston Creek,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),246.0
Weston Creek,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),266.0
Weston Creek,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",495.5
Weston Creek,2016,"Engagement in employment, education or training - Census : Not engaged (%)",229.3
Weston Creek,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",131.9
Weston Creek,2016,Labour force status - Census : % of total Census responding population employed,571.4
Weston Creek,2016,Labour force status - Census : % of total labour force employed,699.9
Weston Creek,2016,Labour force status - Census : % of total labour force unemployed,94.6
Weston Creek,2016,Labour force status - Census : Employed (no.),127.0
Weston Creek,2016,Labour force status - Census : In the labour force (no.),144.0
Weston Creek,2016,Labour force status - Census : Labour force participation rate (%),649.7
Weston Creek,2016,Labour force status - Census : Not in the labour force (%),154.9
Weston Creek,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),184.0
Weston Creek,2016,Labour force status - Census : Unemployed (no.),16.0
Weston Creek,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),9.3
Weston Creek,2016,Language - Census : Speaks English at home (%),744.7
Weston Creek,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),389.3
Weston Creek,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),143.0
Weston Creek,2016,Tenure type - Census : Renter (%),404.0
Weston Creek,2016,Tenure type - Census : Renter (no.),140.0
Weston Creek,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),127.69999999999999
Weston Creek,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),34.0
Weston Creek,2016,Unpaid child care - Census : Cared for other child/children (%),39.1
Weston Creek,2016,Unpaid child care - Census : Cared for other child/children (no.),12.0
Weston Creek,2016,Unpaid child care - Census : Cared for own child/children (%),226.2
Weston Creek,2016,Unpaid child care - Census : Cared for own child/children (no.),56.0
Weston Creek,2016,Unpaid child care - Census : Did not provide unpaid child care (%),530.1
Weston Creek,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),131.0
Weston Creek,2016,Unpaid child care - Census : Total provided unpaid child care (%),264.6
Weston Creek,2016,Unpaid child care - Census : Total provided unpaid child care (no.),70.0
Weston Creek,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),171.1
Weston Creek,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),46.0
Weston Creek,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),452.6
Weston Creek,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),37.0
Weston Creek,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),49.0
Weston Creek,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),400.4
Weston Creek,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),22.0
Weston Creek,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),48.0
Weston Creek,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",490.3
Weston Creek,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",61.0
Weston Creek,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),89.0
Weston Creek,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),557.1
Weston Creek,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),134.0
Weston Creek,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),189.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),40.3
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),21.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),4.3
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),3.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),755.4
Weston Creek,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),349.0
Weston Creek,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),370.0
Weston Creek,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",499.0
Weston Creek,2021,"Engagement in employment, education or training - Census : Not engaged (%)",174.8
Weston Creek,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",129.5
Weston Creek,2021,Labour force status - Census : % of total Census responding population employed,512.7
Weston Creek,2021,Labour force status - Census : % of total labour force employed,717.0
Weston Creek,2021,Labour force status - Census : % of total labour force unemployed,55.9
Weston Creek,2021,Labour force status - Census : Employed (no.),177.0
Weston Creek,2021,Labour force status - Census : In the labour force (no.),199.0
Weston Creek,2021,Labour force status - Census : Labour force participation rate (%),580.5
Weston Creek,2021,Labour force status - Census : Not in the labour force (%),167.9
Weston Creek,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),270.0
Weston Creek,2021,Labour force status - Census : Unemployed (no.),16.0
Weston Creek,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),24.9
Weston Creek,2021,Language - Census : Speaks English at home (%),722.9
Weston Creek,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),386.0
Weston Creek,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),194.0
Weston Creek,2021,Tenure type - Census : Renter (%),406.3
Weston Creek,2021,Tenure type - Census : Renter (no.),218.0
Weston Creek,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),106.6
Weston Creek,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),40.0
Weston Creek,2021,Unpaid child care - Census : Cared for other child/children (%),62.0
Weston Creek,2021,Unpaid child care - Census : Cared for other child/children (no.),20.0
Weston Creek,2021,Unpaid child care - Census : Cared for own child/children (%),220.8
Weston Creek,2021,Unpaid child care - Census : Cared for own child/children (no.),73.0
Weston Creek,2021,Unpaid child care - Census : Did not provide unpaid child care (%),571.5
Weston Creek,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),198.0
Weston Creek,2021,Unpaid child care - Census : Total provided unpaid child care (%),298.8
Weston Creek,2021,Unpaid child care - Census : Total provided unpaid child care (no.),111.0
Weston Creek,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),162.2
Weston Creek,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),46.0
Woden,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),439.4
Woden,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),22.0
Woden,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),50.0
Woden,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),527.7
Woden,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),40.0
Woden,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),64.0
Woden,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",698.7
Woden,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",63.0
Woden,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),98.0
Woden,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),745.8
Woden,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),104.0
Woden,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),164.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),34.5
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),20.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),87.8
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),27.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),12.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),3.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),944.1999999999999
Woden,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),256.0
Woden,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),309.0
Woden,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",718.8
Woden,2011,"Engagement in employment, education or training - Census : Not engaged (%)",236.5
Woden,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",127.4
Woden,2011,Labour force status - Census : % of total Census responding population employed,671.8
Woden,2011,Labour force status - Census : % of total labour force employed,923.9
Woden,2011,Labour force status - Census : % of total labour force unemployed,78.6
Woden,2011,Labour force status - Census : Employed (no.),154.0
Woden,2011,Labour force status - Census : In the labour force (no.),176.0
Woden,2011,Labour force status - Census : Labour force participation rate (%),738.6
Woden,2011,Labour force status - Census : Not in the labour force (%),343.7
Woden,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),267.0
Woden,2011,Labour force status - Census : Unemployed (no.),8.0
Woden,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),42.7
Woden,2011,Language - Census : Speaks English at home (%),1028.1
Woden,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),402.8
Woden,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),110.0
Woden,2011,Tenure type - Census : Renter (%),647.2
Woden,2011,Tenure type - Census : Renter (no.),207.0
Woden,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),156.6
Woden,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),33.0
Woden,2011,Unpaid child care - Census : Cared for other child/children (%),68.7
Woden,2011,Unpaid child care - Census : Cared for other child/children (no.),15.0
Woden,2011,Unpaid child care - Census : Cared for own child/children (%),151.6
Woden,2011,Unpaid child care - Census : Cared for own child/children (no.),38.0
Woden,2011,Unpaid child care - Census : Did not provide unpaid child care (%),719.9
Woden,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),186.0
Woden,2011,Unpaid child care - Census : Total provided unpaid child care (%),251.8
Woden,2011,Unpaid child care - Census : Total provided unpaid child care (no.),65.0
Woden,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),188.5
Woden,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),50.0
Woden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),555.3
Woden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),31.0
Woden,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),43.0
Woden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),423.9
Woden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),20.0
Woden,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),39.0
Woden,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",799.2
Woden,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",66.0
Woden,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),95.0
Woden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),706.5
Woden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),115.0
Woden,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),173.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),50.5
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),14.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),16.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),4.0
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),1020.1
Woden,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),343.0
Woden,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),365.0
Woden,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",664.7
Woden,2016,"Engagement in employment, education or training - Census : Not engaged (%)",299.1
Woden,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",132.6
Woden,2016,Labour force status - Census : % of total Census responding population employed,781.5
Woden,2016,Labour force status - Census : % of total labour force employed,1102.6
Woden,2016,Labour force status - Census : % of total labour force unemployed,78.8
Woden,2016,Labour force status - Census : Employed (no.),179.0
Woden,2016,Labour force status - Census : In the labour force (no.),184.0
Woden,2016,Labour force status - Census : Labour force participation rate (%),785.3
Woden,2016,Labour force status - Census : Not in the labour force (%),320.7
Woden,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),262.0
Woden,2016,Labour force status - Census : Unemployed (no.),14.0
Woden,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),54.5
Woden,2016,Language - Census : Speaks English at home (%),1018.1
Woden,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),461.2
Woden,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),150.0
Woden,2016,Tenure type - Census : Renter (%),600.6
Woden,2016,Tenure type - Census : Renter (no.),208.0
Woden,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),148.7
Woden,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),38.0
Woden,2016,Unpaid child care - Census : Cared for other child/children (%),75.1
Woden,2016,Unpaid child care - Census : Cared for other child/children (no.),16.0
Woden,2016,Unpaid child care - Census : Cared for own child/children (%),196.9
Woden,2016,Unpaid child care - Census : Cared for own child/children (no.),50.0
Woden,2016,Unpaid child care - Census : Did not provide unpaid child care (%),737.4
Woden,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),203.0
Woden,2016,Unpaid child care - Census : Total provided unpaid child care (%),247.9
Woden,2016,Unpaid child care - Census : Total provided unpaid child care (no.),66.0
Woden,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),314.7
Woden,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),83.0
Woden,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),734.8
Woden,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),62.0
