Suburb,Total Description,Year,Number,Region,Population,Rate,COVID
Mitchell,Unpaid child care - Census : Total provided unpaid child care (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Unpaid child care - Census : Total provided unpaid child care (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Unpaid child care - Census : Total provided unpaid child care (no.),2021,0.0,Gungahlin,8,0.0,During
Mitchell,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,0.0,Gungahlin,9,0.0,Pre
Mitchell,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,0.0,Gungahlin,4,0.0,Pre
Mitchell,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,0.0,Gungahlin,8,0.0,During
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,5.0,Gungahlin,9209,0.542947116950809,Pre
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,21.0,Gungahlin,10590,1.9830028328611897,Pre
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,22.0,Gungahlin,10985,2.0027309968138374,During
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,8.0,Gungahlin,9209,0.8687153871212944,Pre
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,23.0,Gungahlin,10590,2.1718602455146363,Pre
Ngunnawal,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,27.0,Gungahlin,10985,2.4578971324533456,During
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,13.0,Gungahlin,9209,1.4116625040721034,Pre
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,25.0,Gungahlin,10590,2.3607176581680833,Pre
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,33.0,Gungahlin,10985,3.0040964952207556,During
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,19.0,Gungahlin,9209,2.063199044413074,Pre
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,30.0,Gungahlin,10590,2.8328611898016995,Pre
Ngunnawal,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,36.0,Gungahlin,10985,3.277196176604461,During
Ngunnawal,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,17.0,Gungahlin,9209,1.8460201976327506,Pre
Ngunnawal,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,23.0,Gungahlin,10590,2.1718602455146363,Pre
Ngunnawal,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,26.0,Gungahlin,10985,2.366863905325444,During
Ngunnawal,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,23.0,Gungahlin,9209,2.4975567379737216,Pre
Ngunnawal,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,35.0,Gungahlin,10590,3.305004721435316,Pre
Ngunnawal,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,48.0,Gungahlin,10985,4.369594902139281,During
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,44.0,Gungahlin,9209,4.777934629167119,Pre
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,59.0,Gungahlin,10590,5.571293673276676,Pre
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,79.0,Gungahlin,10985,7.191624943104234,During
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,60.0,Gungahlin,9209,6.515365403409708,Pre
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,76.0,Gungahlin,10590,7.176581680830973,Pre
Ngunnawal,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,107.0,Gungahlin,10985,9.74055530268548,During
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Gungahlin,9209,0.0,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Gungahlin,10590,0.0,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Gungahlin,10985,0.0,During
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,12.0,Gungahlin,9209,1.3030730806819417,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,10.0,Gungahlin,10590,0.9442870632672332,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,4.0,Gungahlin,10985,0.36413290851160673,During
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Gungahlin,9209,0.0,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,3.0,Gungahlin,10590,0.28328611898017,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Gungahlin,10985,0.0,During
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,7.0,Gungahlin,9209,0.7601259637311326,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,3.0,Gungahlin,10590,0.28328611898017,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,7.0,Gungahlin,10985,0.6372325898953118,During
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,123.0,Gungahlin,9209,13.356499076989902,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,158.0,Gungahlin,10590,14.919735599622285,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,210.0,Gungahlin,10985,19.116977696859355,During
Ngunnawal,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,132.0,Gungahlin,9209,14.333803887501357,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,171.0,Gungahlin,10590,16.14730878186969,Pre
Ngunnawal,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,221.0,Gungahlin,10985,20.118343195266274,During
Ngunnawal,Labour force status - Census : Employed (no.),2011,51.0,Gungahlin,9209,5.538060592898252,Pre
Ngunnawal,Labour force status - Census : Employed (no.),2016,82.0,Gungahlin,10590,7.743153918791313,Pre
Ngunnawal,Labour force status - Census : Employed (no.),2021,98.0,Gungahlin,10985,8.921256258534365,During
Ngunnawal,Labour force status - Census : In the labour force (no.),2011,58.0,Gungahlin,9209,6.298186556629385,Pre
Ngunnawal,Labour force status - Census : In the labour force (no.),2016,86.0,Gungahlin,10590,8.120868744098207,Pre
Ngunnawal,Labour force status - Census : In the labour force (no.),2021,108.0,Gungahlin,10985,9.831588529813382,During
Ngunnawal,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,87.0,Gungahlin,9209,9.447279834944077,Pre
Ngunnawal,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,109.0,Gungahlin,10590,10.292728989612842,Pre
Ngunnawal,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,148.0,Gungahlin,10985,13.47291761492945,During
Ngunnawal,Labour force status - Census : Unemployed (no.),2011,3.0,Gungahlin,9209,0.32576827017048543,Pre
Ngunnawal,Labour force status - Census : Unemployed (no.),2016,7.0,Gungahlin,10590,0.6610009442870632,Pre
Ngunnawal,Labour force status - Census : Unemployed (no.),2021,9.0,Gungahlin,10985,0.8192990441511152,During
Ngunnawal,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,44.0,Gungahlin,9209,4.777934629167119,Pre
Ngunnawal,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,78.0,Gungahlin,10590,7.36543909348442,Pre
Ngunnawal,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,118.0,Gungahlin,10985,10.7419208010924,During
Ngunnawal,Tenure type - Census : Renter (no.),2011,92.0,Gungahlin,9209,9.990226951894886,Pre
Ngunnawal,Tenure type - Census : Renter (no.),2016,94.0,Gungahlin,10590,8.876298394711993,Pre
Ngunnawal,Tenure type - Census : Renter (no.),2021,114.0,Gungahlin,10985,10.377787892580793,During
Ngunnawal,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,8.0,Gungahlin,9209,0.8687153871212944,Pre
Ngunnawal,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,15.0,Gungahlin,10590,1.4164305949008498,Pre
Ngunnawal,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,17.0,Gungahlin,10985,1.5475648611743287,During
Ngunnawal,Unpaid child care - Census : Cared for other child/children (no.),2011,3.0,Gungahlin,9209,0.32576827017048543,Pre
Ngunnawal,Unpaid child care - Census : Cared for other child/children (no.),2016,7.0,Gungahlin,10590,0.6610009442870632,Pre
Ngunnawal,Unpaid child care - Census : Cared for other child/children (no.),2021,15.0,Gungahlin,10985,1.3654984069185254,During
Ngunnawal,Unpaid child care - Census : Cared for own child/children (no.),2011,19.0,Gungahlin,9209,2.063199044413074,Pre
Ngunnawal,Unpaid child care - Census : Cared for own child/children (no.),2016,33.0,Gungahlin,10590,3.1161473087818696,Pre
Ngunnawal,Unpaid child care - Census : Cared for own child/children (no.),2021,37.0,Gungahlin,10985,3.3682294037323626,During
Ngunnawal,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,46.0,Gungahlin,9209,4.995113475947443,Pre
Ngunnawal,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,68.0,Gungahlin,10590,6.421152030217186,Pre
Ngunnawal,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,111.0,Gungahlin,10985,10.104688211197088,During
Ngunnawal,Unpaid child care - Census : Total provided unpaid child care (no.),2011,32.0,Gungahlin,9209,3.4748615484851775,Pre
Ngunnawal,Unpaid child care - Census : Total provided unpaid child care (no.),2016,45.0,Gungahlin,10590,4.2492917847025495,Pre
Ngunnawal,Unpaid child care - Census : Total provided unpaid child care (no.),2021,53.0,Gungahlin,10985,4.8247610377787895,During
Ngunnawal,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,22.0,Gungahlin,9209,2.3889673145835597,Pre
Ngunnawal,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,21.0,Gungahlin,10590,1.9830028328611897,Pre
Ngunnawal,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,21.0,Gungahlin,10985,1.9116977696859354,During
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,3.0,Gungahlin,7091,0.42307149908334507,Pre
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,Gungahlin,6964,0.0,Pre
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,5.0,Gungahlin,6647,0.7522190461862495,During
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,3.0,Gungahlin,7091,0.42307149908334507,Pre
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,4.0,Gungahlin,6964,0.5743825387708213,Pre
Nicholls,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,4.0,Gungahlin,6647,0.6017752369489995,During
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,3.0,Gungahlin,7091,0.42307149908334507,Pre
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,9.0,Gungahlin,6964,1.292360712234348,Pre
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,4.0,Gungahlin,6647,0.6017752369489995,During
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,3.0,Gungahlin,7091,0.42307149908334507,Pre
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,10.0,Gungahlin,6964,1.4359563469270533,Pre
Nicholls,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,9.0,Gungahlin,6647,1.353994283135249,During
Nicholls,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,6.0,Gungahlin,7091,0.8461429981666901,Pre
Nicholls,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,12.0,Gungahlin,6964,1.723147616312464,Pre
Nicholls,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,14.0,Gungahlin,6647,2.1062133293214984,During
Nicholls,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,11.0,Gungahlin,7091,1.5512621633055985,Pre
Nicholls,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,8.0,Gungahlin,6964,1.1487650775416427,Pre
Nicholls,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,24.0,Gungahlin,6647,3.6106514216939973,During
Nicholls,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,9.0,Gungahlin,7091,1.2692144972500352,Pre
Nicholls,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,25.0,Gungahlin,6964,3.5898908673176333,Pre
Nicholls,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,36.0,Gungahlin,6647,5.415977132540996,During
Nicholls,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,9.0,Gungahlin,7091,1.2692144972500352,Pre
